Date,Close,High,Low,Open,Volume,future_return,target,volatility,volatility_lag1,volatility_lag2,volatility_lag3,volatility_lag4,volatility_lag5,volatility_lag6,volatility_lag7,volatility_lag8,volatility_lag9,volatility_lag10,volatility_lag11,volatility_lag12,volatility_lag13,volatility_lag14,volatility_lag15,volatility_lag16,volatility_lag17,volatility_lag18,volatility_lag19,volatility_lag20,RSI14,ATR14,ATR50,REASON_ATR,Z-Score_ATR14,Z-Score_ATR50
2019-01-02,7.054836750030518,7.095887719150653,6.532908193009197,6.612076760681831,104534800,0.031587830131195815,1,0.3941816751931334,0.3985495634244889,0.414243504327665,0.42093879625025277,0.41080828944301234,0.3794163168625255,0.34335173249553286,0.31945626274035366,0.2900629643962702,0.27411226516349685,0.2503876523493941,0.23543366181873893,0.21167392263485077,0.1808616468192094,0.14477247845439503,0.15635766678498048,0.1895451944977544,0.2552308940206206,0.2775406212357137,0.30303136233481537,0.3340984177941919,58.14201046325171,0.2845398531605237,0.26746250048043774,1.0638495215195036,0.04146642775589828,-0.021788742276656618
2019-01-03,7.227836608886719,7.277683781055729,6.978600748041668,7.025515667816036,95206400,0.0206895136731593,1,0.3949544372707709,0.3941816751931334,0.3985495634244889,0.414243504327665,0.42093879625025277,0.41080828944301234,0.3794163168625255,0.34335173249553286,0.31945626274035366,0.2900629643962702,0.27411226516349685,0.2503876523493941,0.23543366181873893,0.21167392263485077,0.1808616468192094,0.14477247845439503,0.15635766678498048,0.1895451944977544,0.2552308940206206,0.2775406212357137,0.30303136233481537,61.35912562433542,0.2855786517214907,0.2680949111311102,1.0652147424828597,0.046823328141019804,-0.01831037299462728
2019-01-04,7.248361587524414,7.312870019629893,7.175056957782691,7.286480308181278,72119800,0.027508079118389928,1,0.3861858783747277,0.3949544372707709,0.3941816751931334,0.3985495634244889,0.414243504327665,0.42093879625025277,0.41080828944301234,0.3794163168625255,0.34335173249553286,0.31945626274035366,0.2900629643962702,0.27411226516349685,0.2503876523493941,0.23543366181873893,0.21167392263485077,0.1808616468192094,0.14477247845439503,0.15635766678498048,0.1895451944977544,0.2552308940206206,0.2775406212357137,61.734887645733544,0.2750239667304701,0.26548927414543205,1.0359136639916195,-0.007605314925834442,-0.032641832531978096
2019-01-07,7.362716674804687,7.600223501945834,7.242497135185717,7.286479798097796,121711900,0.016726599042947266,1,0.4003939072188937,0.3861858783747277,0.3949544372707709,0.3941816751931334,0.3985495634244889,0.414243504327665,0.42093879625025277,0.41080828944301234,0.3794163168625255,0.34335173249553286,0.31945626274035366,0.2900629643962702,0.27411226516349685,0.2503876523493941,0.23543366181873893,0.21167392263485077,0.1808616468192094,0.14477247845439503,0.15635766678498048,0.1895451944977544,0.2552308940206206,63.84447755298803,0.280931281018302,0.2673340159977257,1.0508624574760137,0.02285765968019787,-0.022495429422750197
2019-01-08,7.318731307983398,7.45361206856164,7.263020212279315,7.447747566086556,68761800,0.006810962275642485,1,0.4060743599871383,0.4003939072188937,0.3861858783747277,0.3949544372707709,0.3941816751931334,0.3985495634244889,0.414243504327665,0.42093879625025277,0.41080828944301234,0.3794163168625255,0.34335173249553286,0.31945626274035366,0.2900629643962702,0.27411226516349685,0.2503876523493941,0.23543366181873893,0.21167392263485077,0.1808616468192094,0.14477247845439503,0.15635766678498048,0.1895451944977544,62.419035677771305,0.2744784649657322,0.2657991728034177,1.0326535710054057,-0.010418371011403747,-0.030937335665372333
2019-01-09,7.471207141876221,7.477071646019442,7.374445060592647,7.418427723127017,70177600,-0.0019625029127362525,0,0.43842528756546034,0.4060743599871383,0.4003939072188937,0.3861858783747277,0.3949544372707709,0.3941816751931334,0.3985495634244889,0.414243504327665,0.42093879625025277,0.41080828944301234,0.3794163168625255,0.34335173249553286,0.31945626274035366,0.2900629643962702,0.27411226516349685,0.2503876523493941,0.23543366181873893,0.21167392263485077,0.1808616468192094,0.14477247845439503,0.15635766678498048,65.31040081244943,0.26618288447075444,0.26364999610807016,1.0096070108100668,-0.05319721189368767,-0.042758183702641776
2019-01-10,7.406698703765869,7.450681362913404,7.35098703723507,7.406698703765869,54763700,0.011084806495189392,1,0.4605018411518858,0.43842528756546034,0.4060743599871383,0.4003939072188937,0.3861858783747277,0.3949544372707709,0.3941816751931334,0.3985495634244889,0.414243504327665,0.42093879625025277,0.41080828944301234,0.3794163168625255,0.34335173249553286,0.31945626274035366,0.2900629643962702,0.27411226516349685,0.2503876523493941,0.23543366181873893,0.21167392263485077,0.1808616468192094,0.14477247845439503,63.09855609432406,0.25575697162578276,0.26078139827873176,0.980733186162386,-0.10696179978691865,-0.05853597391135562
2019-01-11,7.327531814575195,7.386175750821721,7.283549142025313,7.374446739864406,53980700,-0.008803699992997904,0,0.47847006346082116,0.4605018411518858,0.43842528756546034,0.4060743599871383,0.4003939072188937,0.3861858783747277,0.3949544372707709,0.3941816751931334,0.3985495634244889,0.414243504327665,0.42093879625025277,0.41080828944301234,0.3794163168625255,0.34335173249553286,0.31945626274035366,0.2900629643962702,0.27411226516349685,0.2503876523493941,0.23543366181873893,0.21167392263485077,0.1808616468192094,60.39530015616462,0.24628501377683798,0.2580287615479682,0.9544866715606545,-0.15580701054812118,-0.07367595777894557
2019-01-14,7.28648042678833,7.356852805373491,7.23076875068218,7.277683669738954,46577300,0.020925462492057845,1,0.49027285204117854,0.47847006346082116,0.4605018411518858,0.43842528756546034,0.4060743599871383,0.4003939072188937,0.3861858783747277,0.3949544372707709,0.3941816751931334,0.3985495634244889,0.414243504327665,0.42093879625025277,0.41080828944301234,0.3794163168625255,0.34335173249553286,0.31945626274035366,0.2900629643962702,0.27411226516349685,0.2503876523493941,0.23543366181873893,0.21167392263485077,58.984153844555365,0.23769923098501464,0.2553898674108351,0.9307308602131726,-0.20008237332998124,-0.08819033747095499
2019-01-15,7.280614852905273,7.365648480751913,7.242496696495658,7.280614852905273,53731500,0.031816368227617575,1,0.4991283147450707,0.49027285204117854,0.47847006346082116,0.4605018411518858,0.43842528756546034,0.4060743599871383,0.4003939072188937,0.3861858783747277,0.3949544372707709,0.3941816751931334,0.3985495634244889,0.414243504327665,0.42093879625025277,0.41080828944301234,0.3794163168625255,0.34335173249553286,0.31945626274035366,0.2900629643962702,0.27411226516349685,0.2503876523493941,0.23543366181873893,58.7728472838981,0.229517270504389,0.25274510574774345,0.9080977842295495,-0.24227529590094815,-0.1027369895828451
