Date,Close,High,Low,Open,Volume,future_return,target,volatility,volatility_lag1,volatility_lag2,volatility_lag3,volatility_lag4,volatility_lag5,volatility_lag6,volatility_lag7,volatility_lag8,volatility_lag9,volatility_lag10,volatility_lag11,volatility_lag12,volatility_lag13,volatility_lag14,volatility_lag15,volatility_lag16,volatility_lag17,volatility_lag18,volatility_lag19,volatility_lag20,RSI14,ATR14,ATR50,REASON_ATR,Z-Score_ATR14,Z-Score_ATR50
2022-01-03,10.84315299987793,10.891609541048576,10.634415981754437,10.638143517375982,52704700,0.08284641776906865,1,0.18387678050967413,0.1888395467946784,0.2819930978413773,0.3544935170379608,0.40762328968709904,0.48562776740111674,0.5132867362359484,0.5713534636839182,0.6364488891413838,0.7371311047179431,0.8159263237421236,0.8485526841976818,0.8723647894646612,0.873083039694144,0.8597638487754621,0.8372332118241432,0.8098059635838021,0.7602275410818408,0.6982663478375589,0.6366908207982814,0.5505603843416873,61.7701443658216,0.2771709768219913,0.302914679118571,0.9150133550097692,0.0034664362473896693,0.17320444612832792
2022-01-04,10.884153366088867,10.958701933226424,10.776056983950689,10.869243226088592,51739200,0.0835618620465226,1,0.18479311665973014,0.18387678050967413,0.1888395467946784,0.2819930978413773,0.3544935170379608,0.40762328968709904,0.48562776740111674,0.5132867362359484,0.5713534636839182,0.6364488891413838,0.7371311047179431,0.8159263237421236,0.8485526841976818,0.8723647894646612,0.873083039694144,0.8597638487754621,0.8372332118241432,0.8098059635838021,0.7602275410818408,0.6982663478375589,0.6366908207982814,62.63162768681303,0.2704191177115444,0.3005092845217143,0.8998694271358008,-0.031351706584238866,0.1599743547818768
2022-01-05,10.462952613830566,10.91024692290429,10.414496073975688,10.880427349696356,78459800,0.12183825635862466,1,0.1984975372778538,0.18479311665973014,0.18387678050967413,0.1888395467946784,0.2819930978413773,0.3544935170379608,0.40762328968709904,0.48562776740111674,0.5132867362359484,0.5713534636839182,0.6364488891413838,0.7371311047179431,0.8159263237421236,0.8485526841976818,0.8723647894646612,0.873083039694144,0.8597638487754621,0.8372332118241432,0.8098059635838021,0.7602275410818408,0.6982663478375589,50.13319203053008,0.2865142413699058,0.3044141158098521,0.9411989342467705,0.05164799842477999,0.18145161040640229
2022-01-06,10.455499649047852,10.67914684863839,10.377223520216331,10.544959097647943,61163100,0.13083758977381632,1,0.2060628015662135,0.1984975372778538,0.18479311665973014,0.18387678050967413,0.1888395467946784,0.2819930978413773,0.3544935170379608,0.40762328968709904,0.48562776740111674,0.5132867362359484,0.5713534636839182,0.6364488891413838,0.7371311047179431,0.8159263237421236,0.8485526841976818,0.8723647894646612,0.873083039694144,0.8597638487754621,0.8372332118241432,0.8098059635838021,0.7602275410818408,49.94327513898357,0.2876148904450595,0.30436430006209625,0.9449692042936062,0.05732385096840123,0.1811776150735105
2022-01-07,10.50395679473877,10.54495898231914,10.369768334261078,10.477864752080292,47507600,0.12739512467409098,1,0.20762418124654367,0.2060628015662135,0.1984975372778538,0.18479311665973014,0.18387678050967413,0.1888395467946784,0.2819930978413773,0.3544935170379608,0.40762328968709904,0.48562776740111674,0.5132867362359484,0.5713534636839182,0.6364488891413838,0.7371311047179431,0.8159263237421236,0.8485526841976818,0.8723647894646612,0.873083039694144,0.8597638487754621,0.8372332118241432,0.8098059635838021,51.23671033784699,0.27958458741741676,0.30178082702201553,0.9264491391861037,0.015912999049837222,0.16696806111673895
2022-01-10,10.440587997436523,10.526319180602044,10.332491601393714,10.433132926477429,37455200,0.14066397204905123,1,0.21170899120400458,0.20762418124654367,0.2060628015662135,0.1984975372778538,0.18479311665973014,0.18387678050967413,0.1888395467946784,0.2819930978413773,0.3544935170379608,0.40762328968709904,0.48562776740111674,0.5132867362359484,0.5713534636839182,0.6364488891413838,0.7371311047179431,0.8159263237421236,0.8485526841976818,0.8723647894646612,0.873083039694144,0.8597638487754621,0.8372332118241432,49.43766337869843,0.2734590868310534,0.2996217620657418,0.9126809913461897,-0.015675123694197168,0.15509282591343784
2022-01-11,10.74996566772461,10.835696845587,10.380948209532242,10.474134457892577,73623800,0.14389758268072228,1,0.19554300617561948,0.21170899120400458,0.20762418124654367,0.2060628015662135,0.1984975372778538,0.18479311665973014,0.18387678050967413,0.1888395467946784,0.2819930978413773,0.3544935170379608,0.40762328968709904,0.48562776740111674,0.5132867362359484,0.5713534636839182,0.6364488891413838,0.7371311047179431,0.8159263237421236,0.8485526841976818,0.8723647894646612,0.873083039694144,0.8597638487754621,57.317378711467924,0.2864083403470323,0.3027242995455221,0.9461029087424272,0.05110188558680327,0.17215732515066096
2022-01-12,11.077982902526855,11.1488046628361,10.79096974729319,10.79096974729319,81378200,0.13963662696977575,1,0.20396079095191033,0.19554300617561948,0.21170899120400458,0.20762418124654367,0.2060628015662135,0.1984975372778538,0.18479311665973014,0.18387678050967413,0.1888395467946784,0.2819930978413773,0.3544935170379608,0.40762328968709904,0.48562776740111674,0.5132867362359484,0.5713534636839182,0.6364488891413838,0.7371311047179431,0.8159263237421236,0.8485526841976818,0.8723647894646612,0.873083039694144,63.76505696093492,0.2944391014016365,0.3046465934568415,0.966493989184714,0.09251509946936924,0.18273027815999934
2022-01-13,11.301630973815918,11.417181752227004,10.995980114883784,11.007162723486733,76717500,0.11741378235179112,1,0.24351476383190873,0.20396079095191033,0.19554300617561948,0.21170899120400458,0.20762418124654367,0.2060628015662135,0.1984975372778538,0.18479311665973014,0.18387678050967413,0.1888395467946784,0.2819930978413773,0.3544935170379608,0.40762328968709904,0.48562776740111674,0.5132867362359484,0.5713534636839182,0.6364488891413838,0.7371311047179431,0.8159263237421236,0.8485526841976818,0.8723647894646612,67.38290806662388,0.30349356825460677,0.30697769433456906,0.988650230475166,0.139207383030674,0.195551741046143
2022-01-14,11.722833633422852,11.77874525601268,11.271811694494549,11.286721839694422,96458800,0.03465808870964704,1,0.33011121741632193,0.24351476383190873,0.20396079095191033,0.19554300617561948,0.21170899120400458,0.20762418124654367,0.2060628015662135,0.1984975372778538,0.18479311665973014,0.18387678050967413,0.1888395467946784,0.2819930978413773,0.3544935170379608,0.40762328968709904,0.48562776740111674,0.5132867362359484,0.5713534636839182,0.6364488891413838,0.7371311047179431,0.8159263237421236,0.8485526841976818,72.875690829831,0.31802499634485853,0.3109768116782403,1.022664663093629,0.21414338665833796,0.21754758648085365
