Date,ATR50,ATR14,RSI14,volatility_lag20,REASON_ATR,volatility_lag1,volatility_lag12,volatility_lag4,volatility_lag18,volatility_lag8,volatility_lag14,volatility_lag5,volatility_lag17,volatility_lag15,volatility_lag6,volatility_lag10,volatility_lag19,volatility_lag16,volatility_lag3,volatility_lag7,volatility_lag13,volatility_lag2,volatility_lag9,volatility_lag11,Z-Score_ATR14,Z-Score_ATR50
2019-01-10,0.26078139827873176,0.25575697162578276,63.09855609432406,0.14477247845439503,0.980733186162386,0.43842528756546034,0.34335173249553286,0.3861858783747277,0.21167392263485077,0.414243504327665,0.2900629643962702,0.3949544372707709,0.23543366181873893,0.27411226516349685,0.3941816751931334,0.41080828944301234,0.1808616468192094,0.2503876523493941,0.4003939072188937,0.3985495634244889,0.31945626274035366,0.4060743599871383,0.42093879625025277,0.3794163168625255,-0.10696179978691865,-0.05853597391135562
2019-01-14,0.2553898674108351,0.23769923098501464,58.984153844555365,0.21167392263485077,0.9307308602131726,0.47847006346082116,0.41080828944301234,0.4060743599871383,0.2503876523493941,0.3941816751931334,0.34335173249553286,0.4003939072188937,0.27411226516349685,0.31945626274035366,0.3861858783747277,0.414243504327665,0.23543366181873893,0.2900629643962702,0.43842528756546034,0.3949544372707709,0.3794163168625255,0.4605018411518858,0.3985495634244889,0.42093879625025277,-0.20008237332998124,-0.08819033747095499
2019-01-15,0.25274510574774345,0.229517270504389,58.7728472838981,0.23543366181873893,0.9080977842295495,0.49027285204117854,0.42093879625025277,0.43842528756546034,0.27411226516349685,0.3949544372707709,0.3794163168625255,0.4060743599871383,0.2900629643962702,0.34335173249553286,0.4003939072188937,0.3985495634244889,0.2503876523493941,0.31945626274035366,0.4605018411518858,0.3861858783747277,0.41080828944301234,0.47847006346082116,0.3941816751931334,0.414243504327665,-0.24227529590094815,-0.1027369895828451
2019-01-16,0.2490976512170922,0.21814977826944565,58.65975698157984,0.2503876523493941,0.8757600772370389,0.4991283147450707,0.414243504327665,0.4605018411518858,0.2900629643962702,0.3861858783747277,0.41080828944301234,0.43842528756546034,0.31945626274035366,0.3794163168625255,0.4060743599871383,0.3941816751931334,0.27411226516349685,0.34335173249553286,0.47847006346082116,0.4003939072188937,0.42093879625025277,0.49027285204117854,0.3949544372707709,0.3985495634244889,-0.3008954421153866,-0.12279862798745575
2019-01-17,0.24775160114064845,0.21555301892126413,61.38158349563161,0.27411226516349685,0.8700368349946397,0.5057862349997579,0.3985495634244889,0.47847006346082116,0.31945626274035366,0.4003939072188937,0.42093879625025277,0.4605018411518858,0.34335173249553286,0.41080828944301234,0.43842528756546034,0.3949544372707709,0.2900629643962702,0.3794163168625255,0.49027285204117854,0.4060743599871383,0.414243504327665,0.4991283147450707,0.3861858783747277,0.3941816751931334,-0.3142864706314372,-0.13020213903363503
2019-01-18,0.2451423286276099,0.20853408724751113,63.222341246046696,0.2900629643962702,0.850665360058199,0.5114886972215958,0.3941816751931334,0.49027285204117854,0.34335173249553286,0.4060743599871383,0.414243504327665,0.47847006346082116,0.3794163168625255,0.42093879625025277,0.4605018411518858,0.3861858783747277,0.31945626274035366,0.41080828944301234,0.4991283147450707,0.43842528756546034,0.3985495634244889,0.5057862349997579,0.4003939072188937,0.3949544372707709,-0.3504818594191037,-0.14455359460786613
2019-01-22,0.24089683255494662,0.19885193017745809,58.9342278045177,0.34335173249553286,0.8254651091441876,0.49756919862042837,0.3861858783747277,0.5057862349997579,0.41080828944301234,0.4605018411518858,0.3941816751931334,0.4991283147450707,0.42093879625025277,0.3985495634244889,0.49027285204117854,0.4060743599871383,0.3794163168625255,0.414243504327665,0.5114886972215958,0.47847006346082116,0.3949544372707709,0.514439529816713,0.43842528756546034,0.4003939072188937,-0.4004110303731842,-0.16790456618056954
2019-02-22,0.21943351254217602,0.18716881037947572,62.97370770926716,0.347550402134525,0.8529636526850068,0.24141289938326496,0.11249238303819449,0.1817056323669796,0.1894646840728191,0.11454945979429952,0.10345474351944876,0.1666356647749296,0.11402189380568639,0.09604098589615213,0.14609442585085333,0.1142051086855646,0.28328204943721086,0.09405629544287122,0.21235082294055566,0.11653220875076803,0.11501719805853572,0.22257498824578828,0.11663546427194821,0.11348034101169154,-0.4606588120864866,-0.28595658339975794
2019-02-25,0.21797703460527246,0.18427172504501302,57.654789503584695,0.28328204943721086,0.8453721988589519,0.25080460213524397,0.11348034101169154,0.21235082294055566,0.11402189380568639,0.11653220875076803,0.11501719805853572,0.1817056323669796,0.09405629544287122,0.10345474351944876,0.1666356647749296,0.11663546427194821,0.1894646840728191,0.09604098589615213,0.22257498824578828,0.14609442585085333,0.11249238303819449,0.24141289938326496,0.11454945979429952,0.1142051086855646,-0.47559856857735655,-0.2939674670088363
2019-02-26,0.21696018351585677,0.18304763612283276,56.2275394715107,0.1894646840728191,0.8436922994649593,0.23769094407634037,0.1142051086855646,0.22257498824578828,0.09405629544287122,0.14609442585085333,0.11249238303819449,0.21235082294055566,0.09604098589615213,0.11501719805853572,0.1817056323669796,0.11454945979429952,0.11402189380568639,0.10345474351944876,0.24141289938326496,0.1666356647749296,0.11348034101169154,0.25080460213524397,0.11653220875076803,0.11663546427194821,-0.48191097857198184,-0.2995603260001586
