Date,ATR50,ATR14,RSI14,volatility_lag20,REASON_ATR,volatility_lag1,volatility_lag12,volatility_lag4,volatility_lag18,volatility_lag8,volatility_lag14,volatility_lag5,volatility_lag17,volatility_lag15,volatility_lag6,volatility_lag10,volatility_lag19,volatility_lag16,volatility_lag3,volatility_lag7,volatility_lag13,volatility_lag2,volatility_lag9,volatility_lag11,Z-Score_ATR14,Z-Score_ATR50
2019-03-11,0.2149154196193257,0.19063096113569827,65.28809543244768,0.11348034101169154,0.8870045782352803,0.22285017670693125,0.21235082294055566,0.23354821942834975,0.11663546427194821,0.23769094407634037,0.1666356647749296,0.23580424817697448,0.11454945979429952,0.14609442585085333,0.23581841433520184,0.24141289938326496,0.1142051086855646,0.11653220875076803,0.2331837243062054,0.23291493376740097,0.1817056323669796,0.23276488838414436,0.25080460213524397,0.22257498824578828,-0.442805113192167,-0.31080688536650247
2019-03-13,0.2141797922613212,0.19137375326685482,66.44560707482933,0.11663546427194821,0.8935191842625345,0.19121763749011428,0.24141289938326496,0.23276488838414436,0.11653220875076803,0.23581841433520184,0.21235082294055566,0.2331837243062054,0.14609442585085333,0.1817056323669796,0.23354821942834975,0.23769094407634037,0.11454945979429952,0.1666356647749296,0.22285017670693125,0.23580424817697448,0.22257498824578828,0.2129625074882443,0.23291493376740097,0.25080460213524397,-0.43897466559340087,-0.3148529646069174
2019-03-14,0.21159686896466356,0.1837780299926824,67.09650118813607,0.11454945979429952,0.8685290613793208,0.15778308864212795,0.25080460213524397,0.22285017670693125,0.14609442585085333,0.23580424817697448,0.22257498824578828,0.23276488838414436,0.1666356647749296,0.21235082294055566,0.2331837243062054,0.23291493376740097,0.11653220875076803,0.1817056323669796,0.2129625074882443,0.23354821942834975,0.24141289938326496,0.19121763749011428,0.23581841433520184,0.23769094407634037,-0.4781444666131612,-0.3290594948786295
2019-03-15,0.2090069481850545,0.1765153728492201,67.54850697566275,0.11653220875076803,0.8445430852037206,0.15392842021099667,0.23769094407634037,0.2129625074882443,0.1666356647749296,0.23354821942834975,0.24141289938326496,0.22285017670693125,0.1817056323669796,0.22257498824578828,0.23276488838414436,0.23581841433520184,0.14609442585085333,0.21235082294055566,0.19121763749011428,0.2331837243062054,0.25080460213524397,0.15778308864212795,0.23580424817697448,0.23291493376740097,-0.5155967045259692,-0.3433045125314822
2019-03-19,0.20911161014587765,0.18155118011068772,73.89146994588653,0.1666356647749296,0.8682022962954395,0.18499085350485947,0.23581841433520184,0.15778308864212795,0.21235082294055566,0.23276488838414436,0.23769094407634037,0.19121763749011428,0.22257498824578828,0.25080460213524397,0.2129625074882443,0.23354821942834975,0.1817056323669796,0.24141289938326496,0.15392842021099667,0.22285017670693125,0.23291493376740097,0.15550480819810572,0.2331837243062054,0.23580424817697448,-0.48962793745986755,-0.34272885342590403
2019-04-10,0.2230458990375576,0.22844073604225903,56.520362304762735,0.15778308864212795,1.024187115871577,0.1890826656751152,0.24986019515808502,0.19265504530058822,0.15550480819810572,0.2367389110528399,0.24927086952176236,0.2069210384029499,0.18499085350485947,0.23961585391803894,0.21979969306998853,0.2505107181461108,0.15392842021099667,0.2213150920696181,0.17385942742857083,0.23172678659414264,0.24966020451680757,0.1860794517311318,0.24023472153733552,0.2576179695999841,-0.24782679365178473,-0.2660878253277816
2019-04-11,0.22392154775371995,0.23118270738536031,50.04266690868306,0.15392842021099667,1.0324272483129964,0.1911302129356744,0.2576179695999841,0.17385942742857083,0.18499085350485947,0.23172678659414264,0.24966020451680757,0.19265504530058822,0.2213150920696181,0.24927086952176236,0.2069210384029499,0.24023472153733552,0.15550480819810572,0.23961585391803894,0.1860794517311318,0.21979969306998853,0.24986019515808502,0.1890826656751152,0.2367389110528399,0.2505107181461108,-0.23368693257017314,-0.26127160410679373
2019-04-18,0.24241265117545066,0.28619276830769697,50.18725565225886,0.24927086952176236,1.1806016184384684,0.2917419431083956,0.21979969306998853,0.2523062318776204,0.24986019515808502,0.1860794517311318,0.2367389110528399,0.192165394362245,0.2576179695999841,0.24023472153733552,0.1911302129356744,0.19265504530058822,0.24966020451680757,0.2505107181461108,0.2896028466284276,0.1890826656751152,0.23172678659414264,0.29105231834969375,0.17385942742857083,0.2069210384029499,0.049990218720936834,-0.15956729842411632
2019-04-30,0.2337642031589501,0.24190366838416424,46.48833132641303,0.23172678659414264,1.0348191259192907,0.27639757461344067,0.192165394362245,0.27654902363155937,0.2069210384029499,0.2917419431083956,0.1890826656751152,0.2819774362538316,0.19265504530058822,0.1860794517311318,0.283593273719193,0.2896028466284276,0.21979969306998853,0.17385942742857083,0.27499792716672294,0.28755008649318803,0.1911302129356744,0.27633080559970685,0.29105231834969375,0.2523062318776204,-0.1784008335502594,-0.20713527642359206
2019-05-06,0.2281731446765985,0.22123049146232368,44.06501542103812,0.19265504530058822,0.9695728731612346,0.285009644943374,0.29105231834969375,0.27639757461344067,0.1860794517311318,0.2819774362538316,0.2523062318776204,0.27633080559970685,0.1890826656751152,0.192165394362245,0.27499792716672294,0.28755008649318803,0.17385942742857083,0.1911302129356744,0.2782115451621614,0.27654902363155937,0.2896028466284276,0.28101648425211645,0.283593273719193,0.2917419431083956,-0.28500874924779657,-0.237887076789954
2019-05-21,0.22722780911808266,0.22428459181772165,49.17771595502264,0.283593273719193,0.9870472839051513,0.253595705432869,0.285009644943374,0.1711933038125044,0.27654902363155937,0.2056757134343549,0.2782115451621614,0.17032174737908118,0.27499792716672294,0.27639757461344067,0.1753438079871262,0.2757979681623285,0.2819774362538316,0.27633080559970685,0.20262661638241392,0.1736533169109646,0.28101648425211645,0.24796123961744648,0.2429780695560297,0.28201297637905354,-0.2692592940745035,-0.24308658784255077
2019-05-22,0.2256875230519767,0.21899379996022614,48.41794666441641,0.2819774362538316,0.9703407481227531,0.24807165965653888,0.28201297637905354,0.20262661638241392,0.27499792716672294,0.1736533169109646,0.28101648425211645,0.1711933038125044,0.27633080559970685,0.2782115451621614,0.17032174737908118,0.2429780695560297,0.27654902363155937,0.27639757461344067,0.24796123961744648,0.1753438079871262,0.285009644943374,0.253595705432869,0.2056757134343549,0.2757979681623285,-0.29654297158810355,-0.2515584308328349
2019-06-17,0.210656673121596,0.1833006125422903,55.96857581828885,0.253595705432869,0.8701391217570633,0.1489469730263849,0.18346335693121016,0.17667896290581664,0.2373146681127947,0.15810360739652457,0.19283991814785115,0.16043957218292068,0.22900394838579144,0.20160857198558585,0.15493235679817266,0.1786964730568508,0.24807165965653888,0.21040462055450115,0.18220987468601432,0.15119346084857,0.18603104996884737,0.1816014643648608,0.1784901874922481,0.1829085037254943,-0.48060642393575165,-0.33423073659655483
2019-06-18,0.20885875715520588,0.17883348841799024,59.03405430727145,0.24807165965653888,0.8562412745044564,0.14160582616404724,0.1829085037254943,0.18220987468601432,0.22900394838579144,0.15119346084857,0.18603104996884737,0.17667896290581664,0.21040462055450115,0.19283991814785115,0.16043957218292068,0.1784901874922481,0.2373146681127947,0.20160857198558585,0.1816014643648608,0.15493235679817266,0.18346335693121016,0.1489469730263849,0.15810360739652457,0.1786964730568508,-0.5036425926801256,-0.3441195891364533
2019-06-19,0.20686115438687314,0.1738438548694601,59.65676181719571,0.2373146681127947,0.8403890782913072,0.15610690893623616,0.1786964730568508,0.1816014643648608,0.21040462055450115,0.15493235679817266,0.18346335693121016,0.18220987468601432,0.20160857198558585,0.18603104996884737,0.17667896290581664,0.15810360739652457,0.22900394838579144,0.19283991814785115,0.1489469730263849,0.16043957218292068,0.1829085037254943,0.14160582616404724,0.15119346084857,0.1784901874922481,-0.529373250078086,-0.35510675404216235
2019-06-21,0.20784883179096258,0.17972965270673763,65.74515144729628,0.22900394838579144,0.8647133166834206,0.16901878963542663,0.1784901874922481,0.1489469730263849,0.20160857198558585,0.16043957218292068,0.1829085037254943,0.1816014643648608,0.19283991814785115,0.18346335693121016,0.18220987468601432,0.15119346084857,0.21040462055450115,0.18603104996884737,0.14160582616404724,0.17667896290581664,0.1786964730568508,0.15610690893623616,0.15493235679817266,0.15810360739652457,-0.4990212320006746,-0.34967435542698094
